type,label,value
species,Solanum asperum-SOLAAS-SOL4,2930051
species,Solanum aturense-SOLAAT,2929121
species,Solanum hayesii-SOLAHA-SOLH,2932218
species,Solanum jamaicense-SOLAJA,2931492
species,Solanum lanceifolium-SOLALA-SOL5,2929009
species,Solanum lepidotum-SOLAST-SOL3,2931223
species,Solanum nudum-SOLANU-SOL1,2931480
species,Solanum rudepannum-SOLARU-SOLO,3802204
species,Solanum rugosum-SOLAR1,2929481
species,Solanum splendens-CYPHHA-CYPH,9478958
species,Solanum subinerme-SOLASU-SOLS,2932599
species,Solanum umbellatum-SOLAUM,2929008
species,Solenostemon scutellarioides,3887871
species,Sorocea affinis-SOROAF-SORA,3763103
species,Souroubea sympetala-SOURSY-SOUS,3916170
species,Spachea membranacea-SPACME-SPAM,3984541
species,Spananthe paniculata,6027076
species,Spathiphyllum friedrichsthalii,2869742
species,Spathiphyllum phryniifolium,2869659
species,Spathodea campanulata-SPATCA,3172574
species,Specklinia brighamii,2835703
species,Specklinia grobyi,2835608
species,Spermacoce tenuior,2918843
species,Sphagneticola trilobata,3116842
species,Spigelia anthelmia,5414391
species,Spigelia hamellioides,5645845
species,Spigelia humboldtiana,7289408
species,Spiracantha cornifolia,3088979
species,Spondias mombin-SPONMO-SPOM,3190593
species,Spondias radlkoferi-SPONRA-SPOR,3660942
species,Sporobolus jacquemontii,4149456
species,Stachytarpheta jamaicensis,2925463
species,Stanhopea costaricensis,4935132
species,Stelis crescentiicola,5310071
species,Stemodia verticillata,3171751
species,Stenorrhynchos lanceolatum,2808947
species,Stenospermation angustifolium,2870214
species,Sterculia apetala-STERAP-STEA,5406679
species,Sterculia recordiana-STERRE,7694287
species,Sticherus bifidus,2651575
species,Stigmaphyllon ellipticum-STIGEL-STIE,7285222
species,Stigmaphyllon hypargyreum-STIGHY-STIH,3983566
species,Stigmaphyllon lindenianum-STIGLI-STIL,7285160
species,Stigmaphyllon puberum-STIGPU-STIP,3191311
species,Stigmatopteris sordida,4042126
species,Stizophyllum inaequilaterum-STIZIN-STII,4091727
species,Stizophyllum riparium-STIZRI-STIR,4091599
species,Streptochaeta sodiroana,7842000
species,Streptochaeta spicata,4129635
species,Streptogyna americana,4129604
species,Stromanthe jacquinii,2761292
species,Struthanthus orbicularis,4001990
species,Strychnos brachistantha-STRYBR-STRB,5645729
species,Strychnos darienensis-STRYDA-STRD,5645381
species,Strychnos panamensis-STRYPA-STRP,7289427
species,Strychnos toxifera-STRYTO-STRT,7564494
species,Stylogyne turbacensis-STYLST-STYS,7331069
species,Swartzia simplex var. continentalis-SWARS2-SWA2,5352053
species,Swartzia simplex var. grandiflora-SWARS1-SWA1,5352058
species,Symphonia globulifera-SYMPGL-SYMG,8185162
species,Synechanthus warscewiczianus-SYNEWA-SYNW,2736134
species,Synedrella nodiflora,5404991
species,Syngonium erythrophyllum,2867864
species,Syngonium podophyllum,2867866
species,Syngonium wendlandii,2867865
species,Syzygium jambos-SYZYJA,3183534
species,Syzygium malaccense-SYZYMA-SYZM,3184509
species,Tabebuia rosea-TAB1RO-TABR,3172537
species,Tabernaemontana africana-STEMGR-STEG,8426630
species,Tabernaemontana arborea-TAB2AR-TABA,8416120
species,Tabernaemontana divaricata-TAB2DI,3169625
species,Tachigali panamensis-TACHVE-TACV,7478385
species,Talisia croatii-TALIPR-TALP,3788402
species,Talisia nervosa-TALINE-TALN,3788079
species,Tanaecium dichotomum-ARRACO,10685791
species,Tanaecium pyramidatum-PAR3PY,7933875
species,Tanaecium tetragonolobum-CERATE-CERT,8323761
species,Tassadia obovata-CYNARE-CYNR,3571251
species,Tectaria incisa,5275167
species,Tectaria nicotianifolia,7608790
species,Tectaria panamensis,7382059
species,Tectaria pilosa,7644381
species,Tectaria rivalis,7889881
species,Teramnus uncinatus-TERAUN,2951909
species,Teramnus volubilis-TERAVO,2951939
species,Terminalia amazonia-TERMAM-TERA,3699754
species,Terminalia oblonga-TERMOB-TERO,3189396
species,Terminalia tetraphylla-BUCHCA,9307101
species,Ternstroemia tepezapote-TERNTE-TERT,3590257
species,Tetracera hydrophila-TET1HY-TETH,5681356
species,Tetracera portobellensis-TET1PO-TET1,5681043
species,Tetracera volubilis-TET1VO-TETV,8420425
species,Tetrapterys discolor-TET3DI-TETD,7285556
species,Tetrapterys goudotiana-TET3GO,8372713
species,Tetrapterys seemannii-TET3SE-TETS,3984668
species,Tetrapterys tinifolia-TET3MA-TETM,7386810
species,Tetrathylacium johansenii-TET4JO-TETJ,7796300
species,Teuscheria pickiana,2817694
species,Thalia geniculata,5303044
species,Thelypteris arborescens,5666946
species,Thelypteris balbisii,5275267
species,Thelypteris dentata,5275277
species,Thelypteris interrupta,5275319
species,Thelypteris nicaraguensis,5666158
species,Thelypteris opulenta,5275254
species,Thelypteris poiteana,5275325
species,Thelypteris serrata,5275280
species,Theobroma cacao-THEOCA-THEC,3152205
species,Thevetia ahouai-THEVAH-THEA,12365554
species,Thinouia myriantha-THINMY-THIM,3787794
species,Thismia panamensis,2756443
species,Thunbergia erecta,5415461
species,Tibouchina longifolia,3188521
species,Tilesia baccata-WULFBA-WULB,5400111
species,Tillandsia anceps,2695848
species,Tillandsia bulbosa,2695645
species,Tillandsia elongata,2695706
species,Tillandsia fasciculata,2695969
species,Tillandsia monadelpha,2695099
species,Tillandsia subulifera,2695727
species,Tocoyena pittieri-TOCOPI-TOCP,2898256
species,Tontelea passiflora-TONTOV-TONO,7946419
species,Tournefortia bicolor-TOURBI-TOUB,2925846
species,Tournefortia cuspidata-TOURCU-TOUC,4065747
species,Tovomita longifolia-TOVOLO-TOVL,3711314
species,Tovomita stylosa-TOVOST-TOVS,3710887
species,Tradescantia zanonia,2765134
species,Trattinnickia aspera-TRATAS-TRAA,3992709
species,Trema domingense-TREMIN,4160257
species,Trema micranthum-TREMMI-TREM,2984501
species,Trichanthera gigantea-TRI1GI-TRIG,8138695
species,Trichilia hirta-TRI2HI-TRIH,3190494
species,Trichilia pallida-TRI2PA-TRI1,3190491
species,Trichilia pleeana-TRI2PL-TRI2,3852019
species,Trichilia tuberculata-TRI2TU-TRI3,3850448
species,Trichocentrum capistratum,4935288
species,Trichocentrum nudum,2846431
species,Trichomanes anadromum,5533001
species,Trichomanes diversifrons,7632615
species,Trichomanes pinnatum,5275202
species,Trichopilia maculata,2790539
species,Trichopilia subulata,2790559
species,Trichospermum mexicanum-TRI4GA-TRI6,4261486
species,Trichostigma octandrum-TRICOC-TRIO,5383980
species,Tridax procumbens,3149462
species,Trigonia rugosa-TRIGRU-TRIF,5687666
species,Trigonidium egertonianum,5312467
species,Triphora debilis,5310489
species,Triphora gentianoides,5310490
species,Triplaris cumingiana-TRIPCU-TRIC,4038399
species,Triplophyllum funestum,5275170
species,Tripogandra serrulata,2765458
species,Triumfetta lappula-TRIULA,3152066
species,Trophis caucana-OLMEAS-OLMA,3766728
species,Trophis racemosa-TROPRA-TROR,2984648
species,Turnera panamensis-TURNPA-TURP,4161192
species,Turpinia occidentalis-TURPOC-TURO,5421358
species,Tynanthus croatianus-TYNNCR-TYNC,4093245
species,Typha domingensis,5289534
species,Uleiorchis ulei,2797248
species,Uncaria tomentosa-UNCATO-UNCT,5338267
species,Unonopsis pittieri-UNONPI-UNOP,3157769
species,Urera baccifera-URERBA-UREB,2984339
species,Urera eggersii,4099429
species,Urera simplex-UREREG-UREE,4098366
species,Urochloa fusca,4150651
species,Urochloa mutica,2705848
species,Utricularia foliosa,3172439
species,Utricularia gibba,3172407
species,Vachellia melanoceras-ACACME-ACA1,3795438
species,Vailia anomala-BLEPMU-BLEM,9763251
species,Vanilla planifolia,2803398
species,Vanilla pompona,2803463
species,Vantanea depleta-VANTDE-VAND,3649031
species,Varronia spinescens-VARRSP,4059050
species,Vasconcellea cauliflora-CARICA-CARC,3838758
species,Vatairea erythrocarpa-VATAER-VATE,2965130
species,Verbesina gigantea-VERBGI-VERG,3147859
species,Vernonanthura patens-VERNPA-VERP,3124739
species,Vigna trichocarpa-VIGNTR,2982684
species,Vigna vexillata-VIGNVE-VIGV,2982409
species,Virola elongata-VIROEL-VIRE,7171876
species,Virola fosteri-VIROSP-VIR3,10895411
species,Virola sebifera-VIROSE-VIR1,3152846
species,Virola surinamensis-VIROSU-VIR2,3152848
species,Vismia baccifera-VISMBA-VIS1,8113584
species,Vismia billbergiana-VISMBI-VIS2,3714594
species,Vismia latisepala-VISMLA,3713902
species,Vismia macrophylla-VISMMA-VISM,7798391
species,Vitex cooperi-VITECO-VITC,3881425
species,Vitis tiliifolia-VITITI-VITT,5372391
species,Vittaria graminifolia,2650247
species,Vittaria lineata,2650246
species,Vochysia ferruginea-VOCHFE-VOCF,7378543
species,Voyria corymbosa,7270431
species,Voyria tenella,3170032
species,Voyria truncata,3843350
species,Vriesea heliconioides,5289176
species,Waltheria glomerata-WALTGL,7439875
species,Warczewiczella lipscombiae,2791325
species,Warszewiczia coccinea-WARSCO-WARC,5340116
species,Werauhia gladioliflora,2700524
species,Werauhia ringens,2700468
species,Werauhia sanguinolenta,2700541
species,Witheringia solanacea-WITHSO,8625966
species,Xanthosoma helleborifolium,5330922
species,Xanthosoma mexicanum,5330948
species,Xanthosoma sagittifolium,5330901
species,Xestaea lisianthoides,3843175
species,Xiphidium caeruleum,5303594
species,Xylobium foveatum,2850838
species,Xylophragma seemanniana-XYL3SE,4092456
species,Xylopia frutescens-XYL1FR-XYLF,3157107
species,Xylopia macrantha-XYL1MA-XYLM,3157070
species,Xylosma chlorantha-XYL2CH-XYLC,3880242
species,Xylosma oligandra-XYL2OL-XYLO,3879525
species,Zanthoxylum acuminatum-ZANTPR-ZAN2,3833649
species,Zanthoxylum ekmanii-ZANTBE-ZANB,3831433
species,Zanthoxylum panamense-ZANTP1-ZAN1,3835690
species,Zanthoxylum riedelianum-ZANTRI,3834649
species,Zanthoxylum setulosum-ZANTSE-ZANS,3834280
species,Zingiber officinale,2757280
species,Zygia dinizii-PIT1DI-PITD,5580495
genus,Abelmoschus,3152705
genus,Abuta,7268654
genus,Acalypha,3055964
genus,Acianthera,7848554
genus,Aciotis,3861666
genus,Acmella,7764312
genus,Acroceras,2705722
genus,Acrostichum,2650221
genus,Adelia,3072378
genus,Adelobotrys,3860441
genus,Adelphia,3231255
genus,Adenaria,7286104
genus,Adenocalymma,10767005
genus,Adiantum,2650796
genus,Aechmea,2697812
genus,Aegiphila,9156446
genus,Aeschynomene,2949034
genus,Aiouea,3034063
genus,Alchornea,3055345
genus,Alibertia,2896652
genus,Allamanda,3169834
genus,Allophylus,3189992
genus,Alseis,2894134
genus,Alsophila,2650312
genus,Alternanthera,3084921
genus,Amaioua,2901120
genus,Amaranthus,3085074
genus,Amphilophium,3172588
genus,Anacardium,5421367
genus,Ananas,2699430
genus,Ananthacorus,2650220
genus,Anaxagorea,8275519
genus,Ancistrotropis,8264243
genus,Andira,7858091
genus,Andropogon,2706077
genus,Anemopaegma,3172463
genus,Aniseia,2928409
genus,Annona,3155252
genus,Anthephora,2702935
genus,Anthodon,3231386
genus,Anthurium,2872218
genus,Apeiba,3152049
genus,Aphelandra,3173228
genus,Apodanthes,7279680
genus,Araucaria,2684910
genus,Ardisia,3169458
genus,Aristolochia,2873978
genus,Arthrostemma,8025368
genus,Artocarpus,2984563
genus,Asclepias,3170229
genus,Aspasia,2786136
genus,Aspidosperma,7316607
genus,Asplenium,2650583
genus,Asplundia,2860937
genus,Astrocaryum,2738048
genus,Astronium,7321564
genus,Attalea,2732664
genus,Averrhoa,9407103
genus,Axonopus,2705922
genus,Ayapana,3126519
genus,Ayenia,3152178
genus,Baccharis,3129135
genus,Bacopa,3171166
genus,Bactris,2732906
genus,Baltimora,3141359
genus,Bambusa,2705751
genus,Banara,2874154
genus,Begonia,2874710
genus,Beilschmiedia,3034072
genus,Bellucia,3866386
genus,Bertiera,8303739
genus,Besleria,6365035
genus,Bignonia,3172515
genus,Billbergia,2693699
genus,Bixa,2874862
genus,Blakea,3231475
genus,Blechnum,2651523
genus,Blechum,7816594
genus,Blighia,3189954
genus,Boehmeria,2984344
genus,Bolbitis,2650960
genus,Bonamia,9766793
genus,Bonellia,8100196
genus,Borreria,6367618
genus,Bothriochloa,2704089
genus,Brassavola,2815993
genus,Brassia,2840323
genus,Bribria,10977818
genus,Bronwenia,7285159
genus,Brosimum,2984656
genus,Browallia,2932933
genus,Brownea,2970433
genus,Bulbophyllum,9574503
genus,Bunchosia,7404976
genus,Bursera,3190446
genus,Byrsonima,3191347
genus,Caesalpinia,2958443
genus,Cajanus,2960263
genus,Caladium,2868340
genus,Calathea,8394666
genus,Calea,3147446
genus,Callichlamys,3233574
genus,Callisia,2763692
genus,Calophyllum,3189443
genus,Calopogonium,2959416
genus,Calycolpus,3177606
genus,Calycophyllum,2903995
genus,Calyptrocarya,2730025
genus,Camaridium,8371283
genus,Campylocentrum,2820788
genus,Campyloneurum,7500358
genus,Canavalia,8285917
genus,Capsicum,2932937
genus,Carapichea,2898583
genus,Carica,2874482
genus,Carludovica,2733712
genus,Casearia,2874105
genus,Cassipourea,3086519
genus,Castilla,2984557
genus,Catasetum,2803699
genus,Catharanthus,3169829
genus,Catopsis,2698780
genus,Caularthron,2828109
genus,Cavanillesia,7296146
genus,Cayaponia,2874613
genus,Cecropia,2984472
genus,Cedrela,3190510
genus,Ceiba,3152218
genus,Celtis,2984479
genus,Cenchrus,2703201
genus,Centropogon,7815589
genus,Centrosema,2964887
genus,Ceratophyllum,2882396
genus,Ceratopteris,2651585
genus,Cespedesia,7326758
genus,Cestrum,2928784
genus,Chamaedorea,2734376
genus,Chamaesyce,8120305
genus,Chamguava,3186024
genus,Chamissoa,3085177
genus,Chaptalia,3090180
genus,Chelonanthus,7270401
genus,Chimarrhis,2918950
genus,Chiococca,2907380
genus,Chloris,2702742
genus,Chloroleucon,2943030
genus,Chomelia,2903121
genus,Chondrodendron,3033957
genus,Chromolaena,7824453
genus,Chrysochlamys,3231115
genus,Chrysophyllum,2885576
genus,Chrysothemis,3172903
genus,Chusquea,2706422
genus,Chysis,2813041
genus,Cissampelos,3033936
genus,Cissus,3039160
genus,Citrus,3190155
genus,Cladium,2731321
genus,Cleome,3041500
genus,Clerodendrum,2925347
genus,Clibadium,3104738
genus,Clitoria,2946499
genus,Clowesia,2790379
genus,Clusia,3189424
genus,Cnestidium,3686857
genus,Coccoloba,2888822
genus,Cochlospermum,2874864
genus,Cocos,2735116
genus,Codiaeum,3071464
genus,Codonanthe,6365712
genus,Cojoba,2981327
genus,Colubrina,3039524
genus,Columnea,3172890
genus,Combretum,2986357
genus,Commelina,2763939
genus,Connarus,3032531
genus,Conyza,5397989
genus,Copaifera,2978115
genus,Corchorus,3032212
genus,Cordia,2900865
genus,Cordyline,2766216
genus,Coryanthes,2795651
genus,Cosmibuena,2892977
genus,Costus,2756771
genus,Couratari,3083098
genus,Coussapoa,7316389
genus,Coussarea,2904739
genus,Coutarea,2893702
genus,Crateva,3054261
genus,Crinum,2773870
genus,Crossopetalum,3169149
genus,Crotalaria,2941719
genus,Croton,3057454
genus,Cryosophila,2731923
genus,Ctenitis,2650908
genus,Cuervea,7265630
genus,Cupania,3189959
genus,Cuphea,3188676
genus,Cyanthillium,3148294
genus,Cyathea,2650273
genus,Cyathula,5384313
genus,Cyclanthus,2861107
genus,Cyclopeltis,2651218
genus,Cymbosema,7580269
genus,Cynanchum,3170354
genus,Cynodon,2703525
genus,Cynometra,2966806
genus,Cyperus,2713455
genus,Dalbergia,2968358
genus,Dalechampia,3055556
genus,Damburneya,7304488
genus,Danaea,2650112
genus,Davilla,3234608
genus,Dendropanax,3034954
genus,Dennstaedtia,10847691
genus,Desmodium,2967050
genus,Desmoncus,2738753
genus,Desmopsis,3158103
genus,Dialium,2970932
genus,Diastema,3233450
genus,Dichaea,2789818
genus,Dichorisandra,2763579
genus,Dicranopteris,10601986
genus,Didymoglossum,6420223
genus,Didymopanax,6419087
genus,Dieffenbachia,2869330
genus,Digitaria,2704525
genus,Dimerandra,2815831
genus,Dimerocostus,2756978
genus,Dioclea,2974376
genus,Diodella,2901478
genus,Dioscorea,2754367
genus,Diospyros,3030169
genus,Diplazium,2650853
genus,Dipteryx,2947121
genus,Disciphania,7268753
genus,Dolichandra,6401165
genus,Doliocarpus,3083497
genus,Dorstenia,2984540
genus,Dracontium,7392210
genus,Drymaria,3085329
genus,Drymonia,3233484
genus,Dryopteris,2651126
genus,Drypetes,3075615
genus,Echinodorus,9615308
genus,Eclipta,3086569
genus,Eichhornia,2765939
genus,Elaeis,2731881
genus,Elaphoglossum,2651032
genus,Eleocharis,2716791
genus,Elephantopus,3119618
genus,Eleusine,2705952
genus,Eleutheranthera,3119908
genus,Elleanthus,8236864
genus,Elytraria,3173236
genus,Emilia,3137995
genus,Entada,2976182
genus,Enterolobium,2961142
genus,Epidendrum,5297341
genus,Epiphyllum,3084180
genus,Erechtites,3132453
genus,Erycina,2852447
genus,Eryngium,3034387
genus,Erythrina,2945830
genus,Erythroxylum,2873937
genus,Esenbeckia,3190391
genus,Eugenia,3177662
genus,Eulophia,2805899
genus,Euphorbia,11397237
genus,Fairchildia,2953999
genus,Faramea,2897889
genus,Fevillea,2874554
genus,Ficus,2984588
genus,Fimbristylis,2708034
genus,Fischeria,3230932
genus,Fleischmannia,3130722
genus,Forsteronia,8171331
genus,Fridericia,3233562
genus,Fuirena,2718982
genus,Funastrum,3170214
genus,Furcraea,2766202
genus,Garcia,3071457
genus,Garcinia,3189556
genus,Genipa,2895591
genus,Geonoma,2734029
genus,Geophila,2919183
genus,Gibasis,2764853
genus,Gleichenella,7265296
genus,Gnetum,2653091
genus,Gomphrena,3084899
genus,Gongora,2839066
genus,Gonolobus,3170204
genus,Gouania,3039434
genus,Grias,3082326
genus,Guadua,4127579
genus,Guapira,3086054
genus,Guarea,3190499
genus,Guarianthe,2816064
genus,Guatteria,3155604
genus,Guazuma,3152194
genus,Guettarda,2894616
genus,Gurania,7317515
genus,Gustavia,3082580
genus,Guzmania,2698853
genus,Gynerium,5289742
genus,Habenaria,2828306
genus,Habranthus,2853438
genus,Hamelia,2902033
genus,Hampea,7279598
genus,Handroanthus,6401269
genus,Hasseltia,3231177
genus,Hawkesiophyton,7300142
genus,Hebeclinium,3139421
genus,Heisteria,3232590
genus,Heliconia,2760545
genus,Heliocarpus,3152062
genus,Heliotropium,2925766
genus,Hemidictyum,7458886
genus,Hemionitis,2650222
genus,Henriettea,3188527
genus,Herpetacanthus,7545462
genus,Herrania,7322892
genus,Heterocondylus,3115617
genus,Heteropterys,3191290
genus,Heterotaxis,2828243
genus,Hevea,3071157
genus,Hibiscus,3152542
genus,Hieronyma,7570851
genus,Hippeastrum,2854235
genus,Hippobroma,3168942
genus,Hippocratea,3169011
genus,Hiraea,3191288
genus,Hirtella,2944960
genus,Hoffmannia,2895112
genus,Homalomena,2868531
genus,Homolepis,4117430
genus,Humiriastrum,7320138
genus,Huperzia,2688450
genus,Hura,3071143
genus,Hydrangea,2985983
genus,Hydrilla,2865997
genus,Hydrocotyle,3034601
genus,Hygrophila,9795574
genus,Hylenaea,7265702
genus,Hymenachne,2705780
genus,Hymenaea,2950720
genus,Hymenasplenium,7310868
genus,Hymenocallis,2860118
genus,Hymenophyllum,2651287
genus,Hyparrhenia,2703241
genus,Hypolytrum,2709252
genus,Hyptis,2926807
genus,Ichnanthus,2704498
genus,Indigofera,2971355
genus,Inga,2965936
genus,Ionopsis,2834188
genus,Ipomoea,2928509
genus,Iresine,10679135
genus,Isachne,2703543
genus,Ischaemum,2702456
genus,Ischnosiphon,2761017
genus,Isertia,2903511
genus,Ixora,2905224
genus,Jacaranda,3172498
genus,Jacaratia,7269679
genus,Jatropha,3072692
genus,Jupunba,7266089
genus,Justicia,2904597
genus,Koanophyllon,3144909
genus,Kohleria,5337639
genus,Kyllinga,8041233
genus,Lacistema,3075381
genus,Lacmellea,7316922
genus,Laetia,8901623
genus,Lafoensia,7286250
genus,Lantana,2925302
genus,Lasiacis,2702848
genus,Leersia,8001519
genus,Leochilus,2803272
genus,Lepidagathis,6360058
genus,Lepidaploa,3099651
genus,Leptochloa,2703864
genus,Leucaena,2970337
genus,Licania,2985250
genus,Limnobium,9729103
genus,Lindackeria,7274185
genus,Lindernia,3171875
genus,Liparis,2837251
genus,Lithachne,2703322
genus,Lockhartia,2791118
genus,Lomariopsis,2651224
genus,Lonchocarpus,2968975
genus,Lozania,3075434
genus,Ludovia,5293109
genus,Ludwigia,3189286
genus,Luehea,3152076
genus,Lycaste,2812712
genus,Lycianthes,2928971
genus,Lycopodiella,2688338
genus,Lygodium,2650431
genus,Mabea,3071743
genus,Machaerium,2959589
genus,Maclura,2984579
genus,Macrocnemum,2895624
genus,Macropsychanthus,2974520
genus,Macroscepis,7312421
genus,Macrothelypteris,7464531
genus,Malouetia,7317134
genus,Malpighia,3191274
genus,Mammea,3189420
genus,Mandevilla,3169658
genus,Manettia,2906969
genus,Mangifera,3075453
genus,Manihot,3060685
genus,Manilkara,2885024
genus,Mansoa,3172602
genus,Maquira,7262473
genus,Maranthes,2984709
genus,Marcgravia,3189414
genus,Margaritaria,8016408
genus,Marila,3189554
genus,Maripa,3234444
genus,Martinella,3172519
genus,Mascagnia,7284941
genus,Masdevallia,2847989
genus,Matayba,3190011
genus,Matelea,3170475
genus,Maxillaria,2825779
genus,Maxillariella,2825111
genus,Maxonia,2650996
genus,Maytenus,3169095
genus,Mecardonia,3172013
genus,Megathyrsus,6431475
genus,Melampodium,3138947
genus,Melanthera,3092268
genus,Melochia,3152114
genus,Melothria,2874549
genus,Mendoncia,7263432
genus,Merremia,2928639
genus,Mesechites,7317256
genus,Metaxya,8336203
genus,Mickelia,6008852
genus,Miconia,3188558
genus,Microgramma,8393217
genus,Microtea,6412817
genus,Mikania,7722389
genus,Mimosa,2969235
genus,Momordica,2874578
genus,Monstera,2868125
genus,Montrichardia,8145000
genus,Moquilea,7335164
genus,Morinda,2915429
genus,Morisonia,3054275
genus,Mormodes,2789560
genus,Mosannona,3158155
genus,Mosquitoxylum,7321669
genus,Mouriri,3188623
genus,Mucuna,2951351
genus,Muntingia,3152035
genus,Murdannia,2764564
genus,Musa,2760990
genus,Myoxanthus,2801819
genus,Myrcia,3173889
genus,Myriocarpa,3234510
genus,Myriopus,7131644
genus,Myrospermum,2976680
genus,Myroxylon,7362006
genus,Nautilocalyx,7368374
genus,Nectandra,3034018
genus,Neea,3086079
genus,Nelsonia,3172939
genus,Neomarica,2745679
genus,Nephrolepis,2650926
genus,Neurolaena,3096766
genus,Niphidium,2650441
genus,Notopleura,2901654
genus,Notylia,2850644
genus,Nymphaea,2882411
genus,Nymphoides,7785713
genus,Ochroma,3152238
genus,Ocotea,3034076
genus,Odontadenia,7316739
genus,Odontocarya,7268633
genus,Oenocarpus,2735438
genus,Oldenlandia,2915706
genus,Olyra,2705466
genus,Omphalea,3062195
genus,Operculina,9469847
genus,Ophioglossum,2650127
genus,Oplismenus,2705732
genus,Oreopanax,3036520
genus,Ormosia,2960439
genus,Ornithocephalus,2833233
genus,Orthoclada,4115850
genus,Oryctanthus,7288086
genus,Oryza,2703455
genus,Ouratea,3189667
genus,Oxandra,3154735
genus,Oxycaryum,2710863
genus,Pachira,3152234
genus,Pachyptera,7368500
genus,Palicourea,2898662
genus,Palmorchis,2832424
genus,Panicum,2705064
genus,Parathesis,3169397
genus,Paspalidium,8158660
genus,Paspalum,2705540
genus,Passiflora,2874172
genus,Paullinia,3189948
genus,Pavonia,3152525
genus,Pecluma,2650499
genus,Peltogyne,2952686
genus,Pentagonia,2893500
genus,Peperomia,3086367
genus,Perebea,7262669
genus,Peristeria,2789700
genus,Peritassa,7265649
genus,Persea,3034041
genus,Petiveria,3084011
genus,Petrea,2925535
genus,Pharus,2703636
genus,Philodendron,2861312
genus,Phoradendron,2889864
genus,Phragmites,2705783
genus,Phthirusa,7287983
genus,Phyllanthus,3061139
genus,Physalis,2928907
genus,Phytolacca,3084013
genus,Picramnia,8118842
genus,Pilea,2984417
genus,Pinochia,9465712
genus,Piparea,7274133
genus,Piper,3075433
genus,Pisonia,3086250
genus,Pistia,2870582
genus,Pitcairnia,2696685
genus,Pithecellobium,2962745
genus,Pittoniotis,2911205
genus,Pityrogramma,2651789
genus,Platymiscium,2944717
genus,Platypodium,2977382
genus,Pleiostachya,2762180
genus,Pleonotoma,7298646
genus,Pleopeltis,2650485
genus,Pluchea,3132596
genus,Pochota,7296119
genus,Pogonopus,2919027
genus,Polybotrya,6424186
genus,Polygala,3191366
genus,Polygonum,2889077
genus,Polyscias,3035574
genus,Polystachya,2791998
genus,Polytaenium,6393286
genus,Polytrias,2702782
genus,Pombalia,7296722
genus,Pontederia,2740415
genus,Portulaca,3084696
genus,Posoqueria,2893876
genus,Poulsenia,3234567
genus,Pourouma,7316388
genus,Pouteria,2884049
genus,Pouzolzia,2984382
genus,Prestonia,3169716
genus,Prionostemma,3231392
genus,Prioria,2947107
genus,Prosthechea,2793960
genus,Protium,7286732
genus,Pseudelephantopus,3092014
genus,Pseudobombax,3152211
genus,Pseudolmedia,2984542
genus,Pseudosamanea,8107622
genus,Psidium,3187232
genus,Psiguria,7883254
genus,Psychotria,2919963
genus,Pteris,2651676
genus,Pterocarpus,5349236
genus,Pteropepon,7317728
genus,Quararibea,3152231
genus,Quassia,3190646
genus,Quiina,7285768
genus,Randia,2911655
genus,Rauvolfia,3169769
genus,Renealmia,9627671
genus,Rhabdadenia,8027623
genus,Rhetinantha,2852394
genus,Rhipidocladum,4126203
genus,Rhipsalis,3084035
genus,Rhodospatha,2871974
genus,Rhynchosia,2947992
genus,Rhynchospora,2701052
genus,Rinorea,7296208
genus,Rivina,3084026
genus,Robrichia,12315962
genus,Rodriguezia,2813498
genus,Rolandra,3114265
genus,Ronabea,2902111
genus,Rosenbergiodendron,8244725
genus,Rossioglossum,2812303
genus,Rottboellia,2704074
genus,Roupala,7286930
genus,Rourea,3032534
genus,Ruehssia,7311749
genus,Ruellia,3171840
genus,Sabicea,2900141
genus,Saccharum,2703910
genus,Sacciolepis,2703625
genus,Saccoloma,2650791
genus,Sagittaria,2766037
genus,Salvia,2926981
genus,Salvinia,7801597
genus,Sapium,5379830
genus,Saurauia,7270665
genus,Scaphyglottis,2846991
genus,Schistocarpha,3105013
genus,Schizachyrium,2704427
genus,Schizaea,2650554
genus,Schizolobium,2945452
genus,Schnella,7278569
genus,Schwackaea,3859447
genus,Sciadotenia,7268706
genus,Scleria,2712271
genus,Scoparia,3171784
genus,Scyphostelma,8354156
genus,Securidaca,3191472
genus,Selaginella,2688177
genus,Senegalia,7989631
genus,Senna,2956904
genus,Serjania,5421120
genus,Serpocaulon,7126636
genus,Setaria,2702955
genus,Sicydium,8052497
genus,Sida,3152100
genus,Sievekingia,2806909
genus,Simarouba,3190668
genus,Siparuna,7264484
genus,Sloanea,3152097
genus,Smilax,2740627
genus,Sobralia,2797375
genus,Socratea,2732448
genus,Solanum,2928997
genus,Solenostemon,2927317
genus,Sorocea,7262353
genus,Souroubea,7275871
genus,Spachea,7285388
genus,Spananthe,6027075
genus,Spathiphyllum,2869649
genus,Spathodea,3172573
genus,Specklinia,2835322
genus,Spermacoce,2918053
genus,Sphagneticola,3116841
genus,Spigelia,3169498
genus,Spiracantha,3088978
genus,Spondias,3190592
genus,Sporobolus,2704744
genus,Stachytarpheta,2925448
genus,Stanhopea,2801506
genus,Stelis,2798967
genus,Stemodia,3171744
genus,Stenorrhynchos,2785232
genus,Stenospermation,2870157
genus,Sterculia,3152129
genus,Sticherus,7392014
genus,Stigmaphyllon,3191310
genus,Stigmatopteris,7319189
genus,Stizophyllum,7298367
genus,Streptochaeta,4129634
genus,Streptogyna,4129597
genus,Stromanthe,2761248
